iter	Logloss
0	0.593409685
1	0.5242208763
2	0.4687593439
3	0.4304585208
4	0.4011193629
5	0.3802763081
6	0.3639927764
7	0.3400859239
8	0.3178835564
9	0.3082460336
10	0.298882365
11	0.2842202698
12	0.2707604076
13	0.249633304
14	0.2417768875
15	0.2353058109
16	0.2275056309
17	0.2211496544
18	0.2121139171
19	0.2027364447
20	0.1966268815
21	0.1940530905
22	0.1862207347
23	0.1821855818
24	0.1768517518
25	0.1741251384
26	0.167184175
27	0.1628823203
28	0.1606369943
29	0.1554458521
30	0.1521735232
31	0.1498536789
32	0.1465733356
33	0.1412246291
34	0.1376326968
35	0.1326760906
36	0.127921781
37	0.122576651
38	0.1192444365
39	0.1165374932
40	0.1133527659
41	0.1126430165
42	0.1111738986
43	0.1074894346
44	0.1043316575
45	0.1003996073
46	0.09869659295
47	0.0949460136
48	0.09216409977
49	0.09082961853
50	0.08846293248
51	0.08540408465
52	0.08248188294
53	0.07933536951
54	0.07802517286
55	0.07511140255
56	0.07338823942
57	0.07161700762
58	0.06954620545
59	0.06865118779
60	0.06742010557
61	0.06627128656
62	0.06431555601
63	0.06396534608
64	0.06214061829
65	0.06010701418
66	0.05952287747
67	0.05857128638
68	0.05784854247
69	0.05628270058
70	0.05572292108
71	0.05496466013
72	0.0547310422
73	0.05354412134
74	0.05252957344
75	0.05123278581
76	0.04971078799
77	0.04812417654
78	0.04650502975
79	0.04558582489
80	0.0446918924
81	0.04363712127
82	0.0424463914
83	0.04139941766
84	0.04062450079
85	0.04009305477
86	0.03960270882
87	0.03899552932
88	0.03820409041
89	0.03722928927
90	0.0370132703
91	0.03615206645
92	0.03525965471
93	0.03484971267
94	0.03467012259
95	0.03440513427
96	0.0338832162
97	0.03351412626
98	0.03285818137
99	0.03239929163
100	0.03201092867
101	0.03135276758
102	0.03101728366
103	0.03062917012
104	0.03022724262
105	0.02985727053
106	0.02958253677
107	0.02919793092
108	0.02857871936
109	0.02846643044
110	0.02804647629
111	0.02761873465
112	0.02706971058
113	0.02660497005
114	0.02633326457
115	0.02595421571
116	0.02570451516
117	0.02524456464
118	0.02484426058
119	0.02434587699
120	0.02415398854
121	0.02378053372
122	0.0234521279
123	0.02317839916
124	0.02285963829
125	0.02254730628
126	0.02222397694
127	0.02197580227
128	0.02179612527
129	0.02163215894
130	0.02151689236
131	0.02132486637
132	0.02114283415
133	0.02063599476
134	0.02032087363
135	0.0200357074
136	0.01993752333
137	0.01964339586
138	0.01955526352
139	0.01916922459
140	0.01908334915
141	0.01897462661
142	0.01878275138
143	0.01855896143
144	0.01832121886
145	0.01809751584
146	0.01803202629
147	0.01785603743
148	0.01776427929
149	0.01754285702
150	0.0173909202
151	0.01734921675
152	0.01730774586
153	0.01725768566
154	0.01720356941
155	0.01702392028
156	0.01693135518
157	0.01689803527
158	0.01673865062
159	0.01656211743
160	0.01648390953
161	0.01627209847
162	0.01614846193
163	0.01599618252
164	0.01575056113
165	0.01548729126
166	0.01521618366
167	0.01500062869
168	0.01484431707
169	0.01461970659
170	0.01461966111
171	0.01447432518
172	0.01440688537
173	0.01428211726
174	0.0141725144
175	0.01414869198
176	0.01412056996
177	0.01397834704
178	0.01388446918
179	0.01374311044
180	0.01357684539
181	0.0134959529
182	0.01341237215
183	0.01321814941
184	0.01320676253
185	0.0131681567
186	0.01300384375
187	0.01295978509
188	0.01295954924
189	0.01289700545
190	0.01285288774
191	0.0128528727
192	0.01271622915
193	0.01260650635
194	0.01251219933
195	0.01247962181
196	0.01242745436
197	0.01236460502
198	0.01222436501
199	0.01216361779
200	0.01214702019
201	0.01204184606
202	0.01204179764
203	0.01204172354
204	0.01197079145
205	0.01192295185
206	0.01183734564
207	0.01183728365
208	0.01182254094
209	0.0116713887
210	0.01155701931
211	0.01151807088
212	0.01148469852
213	0.01138688161
214	0.01127820052
215	0.01108664769
216	0.01098993962
217	0.01093689698
218	0.01080747238
219	0.01079923373
220	0.01065470585
221	0.01056732104
222	0.0104653131
223	0.01032828661
224	0.01026756543
225	0.01019136649
226	0.01018205533
227	0.01009764525
228	0.01000980891
229	0.00995134427
230	0.009858916356
231	0.009760467089
232	0.009688253036
233	0.009608431596
234	0.009555127804
235	0.009486120664
236	0.009414662214
237	0.009375006602
238	0.009306780375
239	0.009218222178
240	0.009116230011
241	0.009051715777
242	0.008969650635
243	0.008969195439
244	0.008949545714
245	0.008887350009
246	0.008886742959
247	0.008843499697
248	0.00877393099
249	0.008710780877
250	0.008710109637
251	0.008695753171
252	0.008635494892
253	0.008586466496
254	0.008553667435
255	0.008536222898
256	0.008455732786
257	0.008422742624
258	0.008411558958
259	0.008411456988
260	0.008358512292
261	0.008278998962
262	0.008183521491
263	0.008138313293
264	0.008138303023
265	0.008084914134
266	0.008070336489
267	0.008070350794
268	0.00799800396
269	0.007998025601
270	0.007985445536
271	0.007985350169
272	0.007943665798
273	0.007943417843
274	0.007943461858
275	0.007898995326
276	0.007881664496
277	0.007881679902
278	0.007836907827
279	0.007803642566
280	0.007773009814
281	0.007740320426
282	0.007739890906
283	0.007707155301
284	0.007707120822
285	0.007682435696
286	0.007661422583
287	0.007661323914
288	0.007588017904
289	0.007541562227
290	0.007516685633
291	0.007513483854
292	0.007491134864
293	0.007491090848
294	0.007491083145
295	0.007490609609
296	0.007490262618
297	0.007490247213
298	0.007451864389
299	0.007412359164
300	0.007402598308
301	0.007402592439
302	0.007368789086
303	0.007352729577
304	0.007324686417
305	0.007324680182
306	0.007305914439
307	0.007289561125
308	0.007271867532
309	0.007271881104
310	0.007271778033
311	0.007271793072
312	0.007271786836
313	0.007243225758
314	0.007200845572
315	0.00717559411
316	0.007131509414
317	0.007095313072
318	0.007042533801
319	0.007042536736
320	0.006969723701
321	0.006930650931
322	0.006930570969
323	0.006896851246
324	0.006856428293
325	0.006842573606
326	0.006824614085
327	0.006802989886
328	0.00680297338
329	0.006802572837
330	0.006791675641
331	0.006791433188
332	0.006791413747
333	0.006740221244
334	0.006740241784
335	0.006708838023
336	0.006702156067
337	0.006665402559
338	0.006665312694
339	0.006642314104
340	0.00661001719
341	0.006572476534
342	0.006531152358
343	0.006520251127
344	0.006469983321
345	0.006453238634
346	0.006430123769
347	0.006419288929
348	0.006419324508
349	0.006369590392
350	0.006353537853
351	0.006353060282
352	0.006320566764
353	0.006320533752
354	0.006320388501
355	0.006270847687
356	0.006270715273
357	0.00623531745
358	0.006214427214
359	0.006182692601
360	0.006144833198
361	0.006111900623
362	0.006111870912
363	0.006111820294
364	0.006111779947
365	0.006111689714
366	0.006087902142
367	0.006071390005
368	0.006071383036
369	0.006061475827
370	0.006042087628
371	0.005999500935
372	0.005999435645
373	0.005983778513
374	0.005953675417
375	0.005953718699
376	0.005953372442
377	0.005910147153
378	0.005910059122
379	0.005887954785
380	0.005887941947
381	0.005887861252
382	0.005860702441
383	0.005819663268
384	0.005819640526
385	0.005748876792
386	0.005748627736
387	0.005721341647
388	0.005686495121
389	0.005673814187
390	0.005639297045
391	0.005621500749
392	0.005581062757
393	0.005581055421
394	0.005580965922
395	0.005580975459
396	0.005580957119
397	0.005580937679
398	0.005543794265
399	0.00553169874
400	0.005531644088
401	0.005522891191
402	0.005500710928
403	0.005484569256
404	0.005484485993
405	0.005478239059
406	0.005448505328
407	0.005448396023
408	0.005427477543
409	0.00542747791
410	0.005427372639
411	0.005418402598
412	0.00539932251
413	0.00539928473
414	0.00539924915
415	0.005399220907
416	0.005365379774
417	0.005365288441
418	0.005359775837
419	0.005344097064
420	0.005334541614
421	0.005334445513
422	0.005313404157
423	0.005302380415
424	0.005302347037
425	0.005291817738
426	0.005291792063
427	0.005291792063
428	0.005251101714
429	0.0052510632
430	0.00525063258
431	0.005250625244
432	0.005250458351
433	0.005244534199
