iter	Logloss
0	0.6486207669
1	0.6052573627
2	0.5746347144
3	0.5428763457
4	0.5149176452
5	0.4937316131
6	0.4755006038
7	0.4612267761
8	0.4479453625
9	0.4368627112
10	0.4211620572
11	0.4109956753
12	0.404370894
13	0.3953026525
14	0.3870470307
15	0.3810661597
16	0.3742179579
17	0.3675078942
18	0.3636299109
19	0.3561124815
20	0.3505039458
21	0.3465665839
22	0.3427356454
23	0.3345800633
24	0.3300038472
25	0.3274287134
26	0.3218175136
27	0.317308405
28	0.3123265895
29	0.3068058709
30	0.3050370374
31	0.3019077633
32	0.2995925216
33	0.2952744988
34	0.2909477183
35	0.2872954603
36	0.2836548187
37	0.2809215272
38	0.277176252
39	0.2733684925
40	0.2703590532
41	0.2681815456
42	0.2658604187
43	0.2616525975
44	0.2568498734
45	0.2543571876
46	0.2531726126
47	0.247067481
48	0.2425207918
49	0.2393220782
50	0.2382309184
51	0.2361585144
52	0.2338064572
53	0.2327315043
54	0.2304948244
55	0.229078463
56	0.2273963991
57	0.2256965243
58	0.2234602976
59	0.2218948724
60	0.2214127023
61	0.2191208764
62	0.2154248846
63	0.213954015
64	0.2115469916
65	0.2103035076
66	0.2062974888
67	0.2042122082
68	0.2034955786
69	0.2008323222
70	0.1983843435
71	0.1974510835
72	0.1950977093
73	0.1948472839
74	0.1924724296
75	0.1900026642
76	0.1869902631
77	0.1858450312
78	0.1843121626
79	0.182858758
80	0.1810223609
81	0.180805313
82	0.1799483136
83	0.1785221375
84	0.1772084
85	0.1752682877
86	0.1739695714
87	0.1719628985
88	0.1700992278
89	0.1676382883
90	0.1671013695
91	0.1651942873
92	0.1631013747
93	0.1614888949
94	0.1592751626
95	0.1574803462
96	0.1559851467
97	0.1540214933
98	0.1533043401
99	0.1532031699
100	0.1528353873
101	0.1527020315
102	0.1506640542
103	0.1486356434
104	0.1475262924
105	0.1474516063
106	0.1461333438
107	0.1437232812
108	0.1415894901
109	0.1409362566
110	0.1387045389
111	0.1375379476
112	0.1357127604
113	0.1337930441
114	0.1335989785
115	0.1310332834
116	0.1292937094
117	0.1269018269
118	0.125626708
119	0.1255507271
120	0.1238829783
121	0.1217673988
122	0.1217254327
123	0.1203784552
124	0.1193386204
125	0.1176618301
126	0.1167428534
127	0.1151947111
128	0.1144633345
129	0.1136083221
130	0.1120577858
131	0.1110317311
132	0.1094462725
133	0.1085646888
134	0.1080396716
135	0.1071072503
136	0.1058479557
137	0.1049646255
138	0.1034419241
139	0.1027609484
140	0.1023084015
141	0.101094625
142	0.09992360188
143	0.0986161718
144	0.09764205859
145	0.09706041996
146	0.09643389665
147	0.09560159977
148	0.09441053299
149	0.09324229827
150	0.0921408446
151	0.09141210464
152	0.09026006203
153	0.08959200877
154	0.08835343819
155	0.08774781704
156	0.08714678177
157	0.086074269
158	0.08556207749
159	0.08541286413
160	0.08467097558
161	0.08396005777
162	0.08336648758
163	0.08269350859
164	0.08206540034
165	0.08120813315
166	0.0806173541
167	0.08004077655
168	0.0793984525
169	0.07901798358
170	0.07800566362
171	0.07745258111
172	0.0769256214
173	0.07637774394
174	0.07508668808
175	0.07472167474
176	0.07369237625
177	0.0725828422
178	0.07187072314
179	0.071743748
180	0.07131585891
181	0.07069700956
182	0.07010437507
183	0.06958708598
184	0.0690933543
185	0.0681419765
186	0.06797938072
187	0.06769424347
188	0.06742968688
189	0.06739489152
190	0.06665836224
191	0.06608858952
192	0.06528981301
193	0.06524597957
194	0.06462877072
195	0.06449003825
196	0.06432085863
197	0.06413164744
198	0.06359691216
199	0.06306342822
200	0.06226160728
201	0.06176112175
202	0.06134842011
203	0.06107322656
204	0.06063663941
205	0.06032904497
206	0.0602038444
207	0.05984213279
208	0.05915951069
209	0.05873306476
210	0.05813458865
211	0.05805923279
212	0.05770317756
213	0.05759685883
214	0.05750382442
215	0.05702773388
216	0.05699740997
217	0.05640205548
218	0.05621255636
219	0.05587492594
220	0.05517013678
221	0.0548601046
222	0.05412212684
223	0.05345939948
224	0.05294743116
225	0.05252011941
226	0.05236808245
227	0.05195202882
228	0.05176866293
229	0.05145925265
230	0.05112264395
231	0.05083537927
232	0.05058781165
233	0.05040843927
234	0.04999707332
235	0.04993534437
236	0.04977278746
237	0.04956145085
238	0.04948997424
239	0.04884704076
240	0.04842920799
241	0.04821719206
242	0.04785974429
243	0.04779451847
244	0.04728810347
245	0.04689383323
246	0.04673854094
247	0.04647221712
248	0.04604141309
249	0.04572667342
250	0.04570441209
251	0.04551276317
252	0.04517662745
253	0.04492046943
254	0.04441558434
255	0.04413850307
256	0.04404907117
257	0.04388294587
258	0.04380674399
259	0.0437158768
260	0.04348245767
261	0.04344526328
262	0.04325754973
263	0.04269975075
264	0.04256344795
265	0.04248594321
266	0.04227171091
267	0.04223263337
268	0.04202873157
269	0.04183297781
270	0.04134308558
271	0.04096750369
272	0.04065191306
273	0.04063669131
274	0.0403640505
275	0.04024831809
276	0.03993983305
277	0.03976407345
278	0.03939331311
279	0.0390553159
280	0.03873800058
281	0.03843001512
282	0.03792576643
283	0.03751583283
284	0.03748779627
285	0.03733287481
286	0.03711389175
287	0.0370706793
288	0.03704230015
289	0.03671570411
290	0.0363770771
291	0.03602009627
292	0.03560633623
293	0.03526676948
294	0.03521659007
295	0.0351088953
296	0.03485696609
297	0.0345176517
298	0.03443190465
299	0.03424843275
300	0.03396310513
301	0.03373096099
302	0.03350853186
303	0.03338995677
304	0.03322395288
305	0.03308497759
306	0.03285059856
307	0.03266123845
308	0.03239858701
309	0.03220123878
310	0.03198252751
311	0.03183744357
312	0.03160117479
313	0.0313414548
314	0.03118391697
315	0.03089654262
316	0.03070347933
317	0.03056509421
318	0.03034230452
319	0.03030131854
320	0.03019891592
321	0.0298561562
322	0.0296890897
323	0.02949687958
324	0.02944485554
325	0.02935735629
326	0.02934218223
327	0.02927433271
328	0.02909118506
329	0.02904322184
330	0.02881183404
331	0.02868843555
332	0.02843196099
333	0.02822632019
334	0.02803274521
335	0.02786409928
336	0.02769928639
337	0.02769902229
338	0.02757971507
339	0.02746618711
340	0.02740958104
341	0.02721778026
342	0.02713349746
343	0.02697991738
344	0.02690185584
345	0.02687940928
346	0.02682575483
347	0.02666234457
348	0.02653648633
349	0.02627411182
350	0.02619318082
351	0.02612906676
352	0.0260422857
353	0.02583641199
354	0.02570093522
355	0.02545603312
356	0.02525770481
357	0.02513618873
358	0.02504594179
359	0.02486872966
360	0.0247802529
361	0.02465778498
362	0.02445682782
363	0.02431244153
364	0.02416180647
365	0.02410727794
366	0.02399855247
367	0.02394041392
368	0.0238895728
369	0.02375351026
370	0.02359571237
371	0.02344604749
372	0.02340730814
373	0.02328397824
374	0.0232286754
375	0.02313164418
376	0.02292972051
377	0.02266991322
378	0.0225541544
379	0.02240681758
380	0.02234210051
381	0.02223353569
382	0.02219430887
383	0.02209616478
384	0.0220183732
385	0.02189595369
386	0.02179083201
387	0.02173187696
388	0.02158629124
389	0.02151180047
390	0.0213629906
391	0.02133639079
392	0.02130264979
393	0.02125920039
394	0.02111483977
395	0.02098243787
396	0.02084477498
397	0.02080022225
398	0.02066335275
399	0.02057777111
400	0.02045969523
401	0.02039419284
402	0.02025175425
403	0.02019949069
404	0.02005983133
405	0.0198347055
406	0.01978447731
407	0.01972094866
408	0.01969275218
409	0.0196441368
410	0.0196439743
411	0.01955701975
412	0.01953810508
413	0.01946650909
414	0.01941033914
415	0.01934717875
416	0.01930051107
417	0.01924001694
418	0.01918261821
419	0.01911718258
420	0.01908813367
421	0.01896305634
422	0.01882828896
423	0.01867704281
424	0.01866103392
425	0.01853682885
426	0.01848753782
427	0.0184604289
428	0.01837964535
429	0.01826154562
430	0.01820670898
431	0.01817863611
432	0.01815943791
433	0.01798899174
434	0.01788805778
435	0.01782012793
436	0.01772107271
437	0.01765037757
438	0.01746226054
439	0.01743121
440	0.01730336593
441	0.01727166579
442	0.01722168189
443	0.01719562567
444	0.01715107074
445	0.01710077139
446	0.01701422655
447	0.01696892665
448	0.01690300428
449	0.01684791858
450	0.0167725365
451	0.01665360487
452	0.01660226565
453	0.0164886515
454	0.0164074608
455	0.01635762288
456	0.01629298247
457	0.01624168469
458	0.01614057174
459	0.01610882466
460	0.0160523664
461	0.01596692892
462	0.01586410376
463	0.0158355988
464	0.01580942814
465	0.01574398701
466	0.01572933967
467	0.01564130453
468	0.01559311096
469	0.01552289119
470	0.01548678471
471	0.01542416242
472	0.01536028862
473	0.01527935175
474	0.01524860309
475	0.01514491411
476	0.01509532085
477	0.01507251336
478	0.01505461143
479	0.01500599494
480	0.01495142313
481	0.01484871131
482	0.01482120661
483	0.01477729467
484	0.01475627386
485	0.01470957793
486	0.01465482675
487	0.01465471524
488	0.01462720981
489	0.01460748893
490	0.01456916186
491	0.01446329704
492	0.01440029071
493	0.01434577465
494	0.0143308137
495	0.01430443837
496	0.0142746742
497	0.01427459203
498	0.01425252914
499	0.01419683676
500	0.01417747901
501	0.01413516558
502	0.01412885593
503	0.01408357694
504	0.01402659636
505	0.01399335971
506	0.01398606044
507	0.01395445824
508	0.01390952147
509	0.01384801901
510	0.01375844625
511	0.01374627407
512	0.01370332608
513	0.01365070563
514	0.01363291997
515	0.013563067
516	0.01354090801
517	0.01350904025
518	0.01346656433
519	0.01342614651
520	0.01338914541
521	0.01333398415
522	0.0132599882
523	0.01319386959
524	0.01314622402
525	0.01314612132
526	0.01311286706
527	0.01307386949
528	0.01305351697
529	0.01305347626
530	0.01301748716
531	0.01299779048
532	0.01292360709
533	0.01288901879
534	0.01286408938
535	0.01284972558
536	0.01282806433
537	0.01281413445
538	0.01277145863
539	0.01276717186
540	0.01271018065
541	0.01271016488
542	0.01268538145
543	0.01263903691
544	0.01261440607
545	0.01256647954
546	0.01256644799
547	0.01253364306
548	0.01250377068
549	0.01249270439
550	0.01242067997
551	0.01237185258
552	0.01233062744
553	0.01228800003
554	0.01228062153
555	0.01223144018
556	0.01223148383
557	0.01219333392
558	0.01214773545
559	0.01211275651
560	0.01209244545
561	0.01206496679
562	0.01201543845
563	0.01195440733
564	0.01194085928
565	0.01191011245
566	0.01188489364
567	0.01181988019
568	0.01177694431
569	0.01175125966
570	0.0117218157
571	0.0116912431
572	0.0116517188
573	0.01163120893
574	0.01163095548
575	0.01162512999
576	0.01159203896
577	0.01159193846
578	0.01156195604
579	0.01150180046
580	0.01147560413
581	0.01147556268
582	0.01146677677
583	0.0114281625
584	0.01139240595
585	0.01139238908
586	0.01137195037
587	0.01134917553
588	0.01134921587
589	0.01131516126
590	0.01129523938
591	0.01129021388
592	0.01124772695
593	0.01119551842
594	0.01118927626
595	0.01118927442
596	0.01115035754
597	0.01115037515
598	0.01114259977
599	0.01114260747
600	0.01111202057
601	0.01111201873
602	0.01107490283
603	0.01107497289
604	0.01100487966
605	0.01098005331
606	0.01094539532
607	0.01094536378
608	0.01083855372
609	0.01081222644
610	0.01080871802
611	0.01078383666
612	0.01073803535
613	0.01069201029
614	0.01064707279
615	0.01059465518
616	0.01059464858
617	0.01056453962
618	0.01056455832
619	0.01056445745
620	0.01056447799
621	0.0105337407
622	0.01053346304
623	0.01050361597
624	0.01050361597
625	0.01050363467
626	0.01047180836
627	0.01047170932
628	0.01043622017
629	0.01043613471
630	0.01038392544
631	0.01034528035
632	0.01034521176
633	0.0103274991
634	0.01030081566
635	0.01030064986
636	0.01029398148
637	0.01029393123
638	0.01029166368
639	0.01029165671
640	0.01029164644
641	0.01026726319
642	0.01026714912
643	0.01026719387
644	0.01024013079
645	0.01024001965
646	0.01023999728
647	0.01018944153
648	0.01017360797
649	0.01014606219
650	0.01011883442
651	0.01011873209
652	0.01008744607
653	0.01005532888
654	0.01004997143
655	0.01004994099
656	0.01004993622
657	0.01004993145
658	0.01002779887
659	0.009977792226
660	0.009910398997
661	0.009870430506
662	0.009864318187
663	0.009840101095
664	0.009840060014
665	0.009839963546
666	0.009839915862
667	0.009818603809
668	0.009818475063
669	0.009795242089
670	0.009776173738
671	0.009744614088
672	0.009715687312
673	0.009715696848
674	0.009715642929
675	0.009705487398
676	0.009705442649
677	0.009705445216
678	0.009705439714
679	0.009705383227
680	0.009685016412
681	0.009653015137
682	0.009628668932
683	0.009628644723
684	0.00962865316
685	0.00962859007
686	0.009628562927
687	0.009604663115
688	0.009588115765
689	0.009547032576
690	0.009546980491
691	0.009546953348
692	0.00954696802
693	0.009535763814
694	0.009535805996
695	0.009535805996
696	0.009508189788
697	0.009481832064
698	0.009481819593
699	0.009481717623
700	0.009481255825
701	0.009481201539
702	0.009481201539
703	0.009481273798
704	0.009481152388
705	0.009481200438
706	0.009473662376
707	0.009473689153
708	0.009473622395
709	0.009473463205
710	0.009473441197
711	0.009473315386
712	0.009473331525
713	0.009450167876
714	0.009450141833
715	0.00945009635
716	0.009431366187
717	0.0094314036
718	0.00943134748
719	0.009431307866
720	0.009431267518
721	0.009431219468
722	0.009431222769
723	0.009431296128
724	0.009431288793
725	0.009420821117
726	0.009420756193
727	0.009397484339
728	0.009397453895
729	0.009397460497
730	0.009397449493
731	0.00939741208
732	0.009397486907
733	0.009397452795
734	0.009397475536
735	0.009397316713
736	0.009397318547
737	0.009397229782
738	0.009397278199
739	0.009397217677
740	0.009387807846
741	0.009387660027
742	0.009387633984
743	0.0093876791
744	0.009387681301
745	0.009387701842
746	0.009387717247
747	0.009387585933
748	0.009377011152
749	0.009376950631
750	0.009376924221
751	0.009376942561
752	0.009371547332
753	0.009371547332
754	0.009371526058
755	0.009371526791
756	0.009345786021
757	0.009345766214
758	0.009345699824
759	0.009345640036
760	0.009345658009
761	0.009345651773
762	0.009345589418
763	0.009343662262
764	0.009343700776
765	0.009343691606
766	0.0093436751
767	0.0093436751
768	0.0093436751
769	0.009343654559
770	0.009304490456
771	0.009302044282
772	0.009302050517
773	0.00930203988
774	0.009301977524
775	0.009301986328
776	0.009301979725
777	0.00930191957
778	0.009301945613
779	0.009301946347
780	0.009301859782
781	0.009301830805
782	0.009301849879
783	0.009301799627
784	0.00930183484
785	0.009301774318
786	0.009301764782
787	0.009301422926
788	0.009301418158
789	0.009301235126
790	0.009281339645
791	0.009281329375
792	0.009281305533
793	0.009281254915
794	0.009281206498
795	0.009281208332
796	0.009281145976
797	0.009280486107
798	0.009250458204
799	0.009234252343
800	0.009232384608
801	0.009232358566
802	0.009228937076
803	0.009209298721
804	0.009209285883
805	0.009209248103
806	0.009209178044
807	0.009209142098
808	0.009209164473
809	0.009207394306
810	0.009207370465
811	0.009207370098
812	0.009175095558
813	0.009175033936
814	0.009175028434
815	0.009175028434
816	0.00917471959
817	0.00917470822
818	0.009174666038
819	0.009172906142
820	0.009172920814
821	0.009169530135
822	0.009169557278
823	0.009169139495
824	0.009169136928
825	0.009158242666
826	0.009153519044
827	0.009148995326
828	0.009148993492
829	0.00914902467
830	0.009147726572
831	0.009147750781
832	0.009147733908
833	0.00914430655
834	0.009144295546
835	0.009144281974
836	0.009140842511
837	0.009140694692
838	0.009140714132
839	0.009140669749
840	0.009138409174
841	0.009138398537
842	0.0091380134
843	0.009135264617
844	0.009135261316
845	0.009135235273
846	0.009135186856
847	0.009135189423
848	0.009134191
849	0.00909626704
850	0.009096139394
851	0.009095683465
852	0.009095687133
853	0.009095650453
854	0.009095650453
855	0.00909567943
856	0.009095687866
857	0.009095689333
858	0.009095029464
859	0.009095036066
860	0.009095034966
861	0.009094975178
862	0.009094990217
863	0.009094960139
864	0.009094786277
865	0.009094786277
866	0.009094789212
867	0.009094752165
868	0.009094745563
869	0.009092201086
870	0.009092180546
871	0.009091831721
872	0.009091749558
873	0.009091754326
874	0.009091778902
875	0.009088362914
876	0.009088338338
877	0.009088356678
878	0.009088281485
879	0.00908830496
880	0.009088284052
881	0.009088251407
882	0.009068545928
883	0.009068531256
884	0.00906853089
885	0.009064258429
886	0.009039873343
887	0.009014947231
888	0.00901484306
889	0.009014846362
890	0.009014818852
891	0.009014856632
892	0.009014856632
893	0.009014787307
894	0.009014757597
895	0.009014711013
896	0.00898833715
897	0.008988315876
898	0.008972297815
899	0.008972338163
900	0.008958356564
901	0.008940682411
902	0.008940626291
903	0.008936256629
904	0.00893621408
905	0.008932593419
906	0.008932654674
907	0.008899216285
908	0.008899254065
909	0.008896268698
910	0.008872064444
911	0.008871947435
912	0.008841936038
913	0.008841854242
914	0.008841849107
915	0.008820062784
916	0.00882005068
917	0.008820013633
918	0.008819927802
919	0.008819950177
920	0.008817516474
921	0.008817515006
922	0.008817516107
923	0.008783142016
924	0.008783175028
925	0.008779928868
926	0.008747546489
927	0.008747530717
928	0.008747432782
929	0.008738051928
930	0.008738054496
931	0.008722754625
932	0.008722752058
933	0.008722603504
934	0.008722588466
935	0.00870020683
936	0.008700266251
937	0.008700180054
938	0.008700218201
939	0.008700211232
940	0.008695808557
941	0.008688243719
942	0.00868818173
943	0.008661388617
944	0.008645812548
945	0.008645855463
946	0.008645784671
947	0.008644300974
